Headlines,Dates,Descriptions
Tesla reports third fire involving Model S electric car,7 Nov 2013,"Tesla reports third fire involving Model S electric car ... DETROIT, Nov 7 (Reuters) - Tesla Motors Inc reported the third fire in its Model S luxury electric car..."
Please Calm the Hell Down About the Tesla Model S Fire,3 Oct 2013,"The first reported Tesla Model S fire happened in Kent, Washington this week. The driver claims to have run over a large metal object and pulled over when..."
Tesla plans to add apps and Google Chrome to dashboard,23 Oct 2013,"Tesla's Model S sedan may soon feature Google Chrome browsers, and Elon Musk said he hopes to open the car's software to third-party apps."
"Tesla Now Connects Every Car To Internet Through AT&T Wireless, But It's Not 4G LTE",17 Oct 2013,"In the battle between wireless giants to provide mobile internet to the major automakers, AT&T has declared that it's working in every model of perhaps the..."
Tesla's plan for China is set to take off,16 Dec 2013,"The automaker is now taking preorders on its Chinese website, Tousule.cn, for the Model S—which costs $41,000 to reserve—and the Model X. The site's launch..."
Tesla Success Fueled by U.S. Innovation Policy?,18 Oct 2013,"On top of the government loan to support the launch of the Tesla Motors company, incentives and rebates from both federal and certain states governments have..."
Nvidia Unveils Tesla K40 Accelerator And Strategic Partnership With IBM,18 Nov 2013,Nvidia's new Tesla K40 GPU Accelerator is the highlight of Nvidia's announcements today. K40 is a further extension of Nvidia's existing GK110 architecture that...
Red Herrings And Straw Men: Musk's Argument On Tesla Fires,20 Nov 2013,It's still a good bet that the Tesla Model S and Elon Musk will come through their fire-investigation saga relatively unscathed and even vindicated in the...
"After 3 Fires, Safety Agency Opens Inquiry Into Tesla Model S (Published 2013)",19 Nov 2013,"After a third battery fire in a Tesla car in six weeks, the National Highway Traffic Safety Administration said Tuesday that it had started a formal..."
Tesla gets top marks in Consumer Reports satisfaction survey,21 Nov 2013,Tesla Motors Inc <TSLA.O> won a near-perfect score for its Model S electric car in an annual owner-satisfaction survey conducted by influential magazine...
NVIDIA Launches Tesla K40,18 Nov 2013,"NVIDIA Launches Tesla K40 · As for power and cooling, the requirements there will not be changing. · Besides the 745MHz default clockspeed, K40 cards will also..."
Elon Musk defends Tesla electric car after fire,4 Oct 2013,Elon Musk defends Tesla electric car after fire · Elon Musk took to his blog to defend the Tesla Model S electric car · He says the fire during the week could...
5 Surprising Facts About Nikola Tesla,3 Oct 2013,Meet the inventor of the Bloodmobile · 2. Tesla was an environmentalist. · 3. Tesla died a broke humanitarian. · 4. Tesla rarely slept and suffered from OCD.
Why Tesla (TSLA) Fans are More Cult-Like than Apple Fanboys: The New 'Teslovers',21 Nov 2013,"If the rabid fans and the accolades remind you of Apple and Steve Jobs, Tesla's ""Teslovers"" and Apple's ""fanboys"" do have much in common: a cult-like attraction..."
Are There Cockroaches Under Tesla's Hood?,14 Nov 2013,"The bigger concern here should be what some investors callthe “cockroach theory"": Where there is one problem, thereprobably are more. Tesla has disclosed..."
Germany Investigates Tesla Fires,2 Dec 2013,The German Federal Motor Transport Authority has concluded an investigation into the recent three Tesla Model S fires and found no defects.
"Being A CIO At Tesla Motors, A Startup That Builds Cars And Its Own IT",31 Oct 2013,"Most all of Tesla's IT is homegrown, said CIO Jay Vijayan, appearing onstage at the Constellation Research Connected Enterprise event today."
Tesla's Infotainment System Blew Me Away,19 Nov 2013,"Earlier this month, I got my first drive in a Tesla Model S. The electric sedan is more innovative and exciting than anything I've driven in a long time."
Elon Musk charged up as feds probe Tesla fires,19 Nov 2013,"""Since the Model S went into production mid last year, there have been over 400 deaths and 1,200 serious injuries in the United States alone due to gasoline car..."
Would Elon Musk Sell Tesla To GM Or Ford In PayPal Redux?,27 Dec 2013,"He's again the largest shareholder, with over 27% of Tesla including options. The total could be worth $5 billion or more in a deal. With that kind of windfall,..."
Elon Musk and Tesla Fight Back After Feds Probe Model S,19 Nov 2013,"Jamie Albertine, an analyst at Stifel, Nicolaus & Co., said he thought the NHTSA inquiries ""were a likely outcome"" given increasing customer complaints on the..."
Elon Musk's blog post on Tesla Model S fire,4 Oct 2013,A fire caused by the impact began in the front battery module – the battery pack has a total of 16 modules – but was contained to the front section of the car...
Motley Fool: Betting on Tesla stock in 2014,25 Dec 2013,Motley Fool: Betting on Tesla stock in 2014 · There%27s clear demand for Tesla-style electric vehicles%2C and competition has yet to react. · The company is on...
The Tesla Fire Is A Textbook PR Problem - And They Should Fix It,3 Oct 2013,I spoke with luxury consultant Adam Paige about what advice he might give Tesla in handling the scenario. He called it a textbook case in handling emergency...
12 interesting things we learned from Tesla's Elon Musk this week,25 Oct 2013,12 interesting things we learned from Tesla's Elon Musk this week · 1) It's tricky dining with vegans · 2) Tesla will make cars in Europe · 3) He thinks the...
UK recruits Tesla's Elon Musk to lead low emission car drive,7 Nov 2013,Government hopes to tap into Musk's expertise as it rolls out plans to expand UK electric car facilities.
Tesla Fires Raise Doubts About Seemingly Untouchable Company,9 Nov 2013,"The headline-grabbing electric car company Tesla suffered another blow to its image this week when one of its Model S cars caught fire, which was the third..."
Tesla Model S Lives Up To Hype,6 Nov 2013,"I'm not alone in my praise. Consumer Reports called the Model S the best car it has ever tested. Motor Trend, Automobile Magazine, and Yahoo! Autos named it the..."
Why The Tesla Model S Fire Is No Problem,10 Oct 2013,"Elon Musk and Tesla got sufficiently ahead of it and properly explained the fire in context: Model S Fire | Blog | Tesla Motors. Also, no one was injured in a..."
Tesla Shares Fall Further On Model S Fire Video,3 Oct 2013,Shares of Tesla Motors fell another 5 percent Thursday as investors in the high-flying company assessed the fallout from a fire in one of its $70000...
Tesla shares tumble as 'reality set in',6 Nov 2013,"The stock fell in after-hours and pre-market trading, and kept tumbling. It opened today at $155 and fell far and fast enough to trigger the NASDAQ ""circuit..."
3 Key Reasons Tesla Can't Be Compared To Great Wall Motors,4 Dec 2013,"A recent Bloomberg article points out that Great Wall's SUVs have been more profitable than Tesla's electric vehicles over the past three years,..."
Tesla Motors hires Apple's former VP of product design,28 Oct 2013,"Tesla Motors hires Apple's former VP of product design ... Former Apple VP of product design, Doug Field, has been appointed new vice president of vehicle..."
Zip Codes Where Tesla Is Most Popular Car,31 Oct 2013,"In seven of the country's 25 wealthiest zip codes, the Tesla Model S is the most popular new car."
Will YouTube Video of Seattle Car Fire Halt Tesla's (TSLA) Meteoric Rise?,3 Oct 2013,"Shares of Tesla Motors fell about 6 percent on Thursday morning, following the release of a YouTube video that showed a Model S car on fire in Seattle."
From Tesla's Lab to Los Alamos: Powerful Magnets Come Full Circle,21 Nov 2013,"From Tesla's Lab to Los Alamos: Powerful Magnets Come Full Circle ... On March 22, 2012, scientists at Los Alamos National Laboratory achieved a 100.75 tesla..."
Tesla GPU Accelerators Hit the Gas with GPU Boost,18 Nov 2013,"But that is not all you get. With the new GPU Boost mode, all of the cores can ratchet up their speed to either 810 MHz or 875 MHz to push the floating point..."
Tesla Plunges After Video Of Fiery Crash,2 Oct 2013,"""Yesterday, a Model S collided with a large metallic object in the middle of the road, causing significant damage to the vehicle. The car's alert system..."
Brains behind Tesla Motors admits company is over valued,25 Oct 2013,"Sign up to our free breaking news emails ... Elon Musk, the social entrepreneur and businessman who founded PayPal and is the force behind car company Tesla..."
Tesla Sedan Tops Norway's EV-Friendly Car Market,2 Oct 2013,"The California company's electric sedan, the Model S, vaulted to become the best-selling car in Norway in September, just its second month on the market. Tesla..."
Tesla loses $38 million; adjusted results beat forecast,5 Nov 2013,"Tesla loses $38 million in Q3, but adjusted results beat analyst forecasts."
George Clooney Wasn't Impressed With Tesla,11 Nov 2013,George Clooney wasn't too impressed with his Tesla Roadster.
Life With Tesla Model S: Battery Upgrade From 60 kWh To 85 kWh,20 Dec 2013,"Yes, they could, in fact, swap out my 60-kWh battery for an 85-kWh pack. And they could do it next week. The cost would be about $18,000."
"Tesla Outsells BMW, Mercedes And Lexus In America's Wealthiest ZIP Codes",31 Oct 2013,"Tesla Outsells BMW, Mercedes And Lexus In America's Wealthiest ZIP Codes ... This article is more than 10 years old. English: The Tesla Model S is an all-electric..."
Feds review third Tesla fire as shares fall again,6 Nov 2013,A spokeswoman for the Tennessee Highway Patrol told the AP that the Model S was headed east on Interstate 24 when it ran over a tow hitch. The hitch hit the...
"Taxpayer subsidies helped Tesla Motors, so why does Elon Musk slam them?",4 Oct 2013,"Musk was determined to keep Tesla alive. Making the Roadster profitable and selling battery packs to Daimler, he believed, would buy him enough time to secure..."
The real lesson from the flaming Tesla video,4 Oct 2013,"Wednesday afternoon, a Tesla Model S burst into flames on Washington State Route 167 outside Seattle. The auto blog Jalopnik quickly posted a video of the..."
How Tesla found itself on the defense,21 Nov 2013,"Tesla accounts for less than one percent of passenger car output, but dominates headlines."
Tesla electric car becoming a must-buy for the wealthy,4 Nov 2013,"Tesla electric car becoming a must-buy for the wealthy. A Tesla Model S electric car is on display at a Tesla store in a shopping ... Not surprisingly, the Tesla..."
Tesla: Third Model S fire in past two months,7 Nov 2013,Company says the blaze resulted from an accident involving a trailer. Investigators are now traveling to the site to uncover further details.
"Elon Musk on Tesla, SpaceX Near Fail",12 Nov 2013,Elon Musk almost suffered a major meltdown when both Tesla and SpaceX were about to fail at the same time in late 2008.
Tesla charging system may have started garage fire,19 Dec 2013,Tesla charging system may have started garage fire ... A fire department in Southern California said a garage fire may have been caused by an overheated charging...
A Tale of Two Batteries: Boeing 787 vs. Tesla Model S,20 Nov 2013,The 787 has 50 amp hours of battery that discharges at 32 volts. Enough to start the APU four times before it needs to be recharged. The Tesla uses thousands of...
Tesla hires Apple engineer to lead development,24 Oct 2013,Tesla hires Apple engineer to lead development.
Elon Musk: Tesla S Fire Would Have Been Worse In A Regular Car,5 Oct 2013,"Tesla has posted an open letter from CEO Elon Musk that further explains what happened before, during and after the fire."
Third Tesla Model S electric car catches fire,9 Nov 2013,"Third Tesla Model S electric car catches fire · The blaze is the third in six weeks involving autos made by Elon Musk's Tesla, prompting concern, investigation."
NVIDIA Launches Tesla K40 GPU Accelerator,19 Nov 2013,"NVIDIA (NVDA) unveiled the NVIDIA Tesla K40 GPU accelerator, its most efficient architecture ever - achieving 4.29 teraflops single-precision and 1.43 teraflops..."
NVIDIA Launches Tesla K40 GPU Accelerator,19 Nov 2013,"NVIDIA (NVDA) unveiled the NVIDIA Tesla K40 GPU accelerator, its most efficient architecture ever - achieving 4.29 teraflops single-precision and 1.43 teraflops..."
"VIDEO: Who Was the Better Inventor, Tesla or Edison?",20 Nov 2013,"Who was the better inventor, Edison or Tesla, and why?” In our new video, we explore the famous rivalry between Thomas Edison and Nikola Tesla..."
Elon Musk: oil campaign against electric cars is like big tobacco lobbying,24 Oct 2013,Tesla chief executive likens attacks on electric cars to campaigns of misinformation by big tobacco and climate sceptics.
Elon Musk Blog Post On Tesla Fires,19 Nov 2013,Elon Musk Writes A Blog Post On The Stories About Teslas Catching Fire ... Tesla CEO Elon Musk has a new blog post addressing the news of his cars catching on...
Tesla opens first London store,14 Nov 2013,"Tesla's London shop is located at Westfield Shopping Centre in White City, one of the capital's most popular shopping destinations."
The Tesla Model S is coming to Australia soon,3 Nov 2013,"Tesla's Model S all-electric car is mere months away from a right-hand-drive version, which could mean we'll start seeing the odd one appear on Australian..."
Tesla's Model S overtakes VW Golf as Norway's best-selling car,8 Oct 2013,"The high performance Tesla S, which went on sale in Europe in August, had a market share in Norway of 5.1 percent last month, pushing the conventionally-powered..."
Best Elon Musk Quotes Tesla,5 Nov 2013,"16 Genius Quotes From Eccentric Billionaire Elon Musk · On risk: “Failure is an option here. · On determination: ""Optimism, pessimism, f*** that; we're going to..."
Tesla Motors opens in the Fashion Mall,12 Dec 2013,"Tesla Motors opens in the Fashion Mall ... Tesla Motors, a California-based maker of luxury electric cars is opening tomorrow in the Fashion Mall at Keystone,..."
Three workers injured in accident at Tesla factory,13 Nov 2013,"""There was a failure in a low-pressure aluminum casting press,"" Tesla said in a statement. ""Three employees were injured by hot metal from that press.""."
Is Tesla Forming a Head and Shoulders Pattern?,25 Oct 2013,"This is occurring on a backtest of its overhead 20-day moving average. At the same time, there is now a well defined 3-point trendline at around 160, which may..."
"Tesla stock burned by car fire video, downgrade",2 Oct 2013,"Tesla stock burned by car fire video, downgrade. Associated Press. Tesla Model S electric car. ... Investors in electric car company and Wall Street darling Tesla..."
Elon Musk: I Thought Tesla Was Dying,16 Dec 2013,"Speaking at the Dell World conference, Tesla Motors and SpaceX CEO Elon Musk discusses innovation, teamwork, and risk taking."
Tesla says Germany clears Model S after fires,3 Dec 2013,"Tesla Motors' Model S, the electric car being investigated for a possible U.S. recall, was cleared of any safety defect in a review by Germany's..."
The Tesla S has the most insane in-car touchscreen multimedia system ever,3 Oct 2013,Massive 17-inch touchscreen revolutionises in-car tech but also raises safety concerns.
How Tesla's Elon Musk Approaches IT - WSJ,1 Nov 2013,"It can take more than a year and millions of dollars to roll out SAP software because of all the integration required. For example, NTT Data is currently..."
Tesla Stock Stumbles After Model S Catches Fire,2 Oct 2013,Shares of Bay Area electric car company Tesla sank more than 6 percent Wednesday after an Internet video showed flames spewing from one of the company's...
Elon Musk Explains Tesla Fire That Consumed Headlines,4 Oct 2013,"Tesla Chairman and Chief Executive Elon Musk just posted a full explanation of the fire in a Model S that occurred this week, causing a major PR headache..."
Silicon Valley Fans of Nikola Tesla Assemble to Unveil A Statue,10 Dec 2013,"The newest Silicon Valley landmark doubles as a Wi-Fi hotspot, to honor this pioneer in electricity and wireless communications · The wraps come off of a bronze..."
Analyst Predicts Tesla Motors Sale In 2014,31 Dec 2013,Analyst Predicts Tesla Motors Sale In 2014 · trader Yra Harris of Praxis Trading told CNBC this week that he predicts General Motors may buy the electric...
SolarCity to back up solar with Tesla batteries,5 Dec 2013,"The batteries offered by SolarCity are the same lithium-ion ones that power Tesla's electric vehicles, reconfigured for stationary use. SolarCity's chairman is..."
Nikola Tesla Fell In Love With A Pigeon--And Six More Freaky Facts About The Iconic Inventor,3 Dec 2013,Nikola Tesla Fell In Love With A Pigeon--And Six More Freaky Facts About The Iconic Inventor · 1. Tesla had a thing about the number three. · 2. Tesla detested...
Fighting Alzheimer's With A Gift Of Tesla Stock,27 Nov 2013,"He drives a Roadster; she drives a Model S. When Tesla Motors went public, they bought shares at $17, and this fall when the stock was trading at $160 a share,..."
"How Does The Tesla Model S Ace Safety Tests, But Catch on Fire?",3 Oct 2013,"""The Tesla Model S performed well in standard crash tests, yet what sounds like a relatively minor impact resulted in a fire that proved difficult to extinguish..."
TeliaSonera to provide connectivity in Tesla Motors electric vehicles in key Nordic and Baltic markets,13 Nov 2013,"Connectivity also enables remote vehicle diagnostics to relay information about the car's safety, security and performance to the driver and Tesla service staff..."
"Watch out Tesla, here comes Cadillac's ELR",19 Nov 2013,Cadillac's ELR and Tesla's Model S will be competing for sales in the rarefied air of models selling for more than $75000.
Tesla shares drop 6 percent after report of Model S fire,2 Oct 2013,Tesla Motors Co shares fell 6 percent on Wednesday after an automotive blog published images of a Model S electric sedan in flames after an accident on...
Tesla's Elon Musk buys 007's sub to make it real,17 Oct 2013,Tesla's Elon Musk buys 007's sub to make it real ... Tesla Motors CEO Elon Musk has bought the Lotus submarine car prop from a 1970s James Bond movie and plans to...
Another Fire Raises Questions for Tesla,7 Nov 2013,"Another Fire Raises Questions for Tesla ... For the third time in six weeks, a Tesla Model S was destroyed by a fire after its battery was damaged, prompting new..."
Will GM or Ford buy Elon Musk's Tesla in 2014?,26 Dec 2013,Will GM or Ford buy Elon Musk's Tesla in 2014? ... A robot puts on the top of a Tesla Model S at the Tesla factory in ... Speculation is building that electric car...
Feds open formal probe into Tesla electric car fires,19 Nov 2013,Two of the Tesla fires were caused when the vehicle struck road debris that pierced the battery compartment. The third happened in Mexico when a Model S crashed...
Tesla's Elon Musk wants to make sub car a reality,18 Oct 2013,"Turns out it was Tesla Motors CEO Elon Musk who snapped up the Lotus body for $989,000 at RM Auctions in London last month. As to why? Musk has confirmed plans..."
'Industrial Accident' at Tesla Motors Plant Injures Three,13 Nov 2013,"An incident at the Tesla Motors plant in Fremont, Calif., is being described as an ""industrial accident,"" including three people hurt with ""moderate to..."
Fire victim backs Tesla as Feds deepen probe,10 Nov 2013,Fire victim backs Tesla as Feds deepen probe · A Tennessee doctor recounts the accident that burned up his Tesla · He credits the electric car for protecting...
"Someone bought a $100,000 Tesla with Bitcoins",12 Dec 2013,"A Florida man bought a Tesla Model S from a Lamborghini dealership in Newport Beach, Calif., this week. It was the first time the dealer had accepted Bitcoin,..."
"Tesla Model S tops satisfaction survey, safety probe notwithstanding",21 Nov 2013,In the annual survey of new car buyers Model S owners gave the electric car a rating of 99 out of 100. Consumer Reports said the near-perfect score is the...
"Fund managers missed the Tesla boat, still overlooking Musk",25 Oct 2013,"Mutual fund stock pickers like to say they earn their higher fees because they spot good companies before they rally. But this year, many of those fund..."
Car Fire a Test for High-Flying Tesla (Published 2013),3 Oct 2013,"Initial attempts to douse the fire were unsuccessful. “The fire appeared to be extinguished, then reignited underneath the vehicle,” the report said."
Tesla shares fall after car fire and rating downgrade,3 Oct 2013,Shares in Tesla fell more than 6pc after footage emerged of one its electric cars on fire and the company was downgraded by a rating agency.
Third Tesla Model S catches fire after crash,7 Nov 2013,The Model S' battery pack lies in the floor of the car. When the battery was punctured it caused a fire that consumed the front portion of the vehicle. The fire...
Life With Tesla Model S: Pushing the Range Limits In 60-kWh Car,11 Oct 2013,"In the eight months I've owned my 60-kWh Tesla Model S, I've never had occasion to drive it more than 120 miles, comfortably within the car's EPA-rated..."
"Life With Tesla Model S: Even After Update, Vampire Draw Remains",2 Dec 2013,"Since the Model S was introduced in 2012, this “vampire” power drain from the cars sold so far has consumed roughly 15 gigawatt-hours of electric energy, nearly..."
"Musk stands behind Tesla Model S safety, modifies warranty to cover fire damage",19 Nov 2013,"Should anything turn up from the NHTSA looking into the recent fires, Tesla will, quite naturally, make the necessary fix to new models and retrofit the old..."
"Life With Tesla Model S East-Coast Road Trip: Freeze In Slow Lane, Or Languish At Nissan Dealers?",12 Dec 2013,"The future lies with FCEV, it does not carry a very heavy battery, does not catch fire that easily and takes seconds to be fully topped up. Hydrogen stations..."
Test Drive: Tesla Model S,29 Nov 2013,This small but important change ensures people are tangibly attached to the car and aware that it is in fact running. Starting the car is similar to most...
Tesla factory workers hurt by 'hot metal' from malfunctioning machine,13 Nov 2013,"At least three workers at a Tesla Motors car factory in Fremont were hurt Wednesday by ""hot metal"" from malfunctioning equipment."
Test magnet reaches 13.5 tesla – a new CERN record,18 Nov 2013,Test magnet reaches 13.5 tesla – a new CERN record ... The Short Model Coil (SMC) programme tests new magnet technologies with magnets about 30 centimetres long.
REPORT: George Blankenship Leaves Tesla,21 Nov 2013,"According to his Linked In profile, George Blankenship has left his position as Vice President, Sales & Ownership Experience at Tesla Motors."
Third fire in Tesla Model S reported,7 Nov 2013,"A Tesla Model S electric car caught fire this week after hitting road debris on a Tennessee freeway, the third fire in a Model S in the past five weeks."
Tesla Model S probed by U.S. after three fires in five weeks,19 Nov 2013,Tesla Model S probed by U.S. after three fires in five weeks ... The lithium ion battery in this Model S caught fire after the vehicle collided with a large...
Tesla announces plans to make a half-ton electric pickup,13 Nov 2013,U.S.-based electric car company Tesla has announced that it will make a half-ton pickup to rival the best-selling Ford F-150. Tesla CEO Elon Musk made the...
"Memo: Tesla's Elon Musk responds to fiery Model S crash, says result could 'have been far worse' if gas car",4 Oct 2013,I am sorry to hear that you experienced a collision in your Model S 2 days ago. We are happy that the Model S performed in such a way that you were not injured...
Power play: how Tesla's unprecedented battery demand could energize US manufacturing,14 Nov 2013,"When A123 originally decided to build a battery factory in the United States, it wasn't really about patriotism or creating US jobs. Though both Yet-Ming Chiang..."
"While U.S. Probes Tesla, What You Should Know About Car Fires",6 Dec 2013,"Two others caught fire after metallic roadway debris struck the low-slung Model S undercarriage and damaged the battery pack, which is configured as a flat,..."
L.A. billionaire Elon Musk protests media scrutiny after Tesla fires,19 Nov 2013,Letters to the Editor: Elon Musk's behavior and other reasons for slowing EV sales ... The National Highway Traffic Safety Administration said Tuesday that it...
First Tesla Model S Fire Caused By Collision With Road Debris,3 Oct 2013,A fire caused by the impact began in the front battery module – the battery pack has a total of 16 modules – but was contained to the front section of the car...
Germans clear Model S in fires; Tesla stock up,2 Dec 2013,Tesla shares closed up 16.5% at $144.68 today after the company said the German auto safety agency had given the Model S sedan a clean bill of health...
"Tesla Motors Hires Doug Field, Apple's VP of Mac Hardware Engineering, to Lead New Vehicle Development",24 Oct 2013,"Upstart automobile manufacturer Tesla Motors has announced the hiring of Doug Field, former vice president of Mac Hardware Engineering, to lead its..."
Third fire in Tesla Model S reported,7 Nov 2013,"DETROIT A Tesla Model S electric car caught fire this week after hitting road debris on a Tennessee freeway, the third fire in a Model S in the past five..."
South Park Doesn't Think Too Highly Of The Tesla Model S (Or Maybe It Does),16 Oct 2013,"""We've got about ten minutes before this entire country is up in flames! If you wanna live, you'd better step on the gas! Oh wait, is this a Tesla? Sh*t! Well..."
"George Clooney, Elon Musk Trade Tesla Barbs",13 Nov 2013,"George Clooney didn't have the best experience with his Tesla, he told Esquire, giving the electric-car company another bit of bad press in a year of highly..."
Feds Say They Are Looking Into Third Tesla Car Fire,7 Nov 2013,"The fire that engulfed a Tesla Model S in Seattle was caused by impact to the electric car's battery pack, says a spokeswoman for Tesla. Tesla says..."
Ars Technica reviews the Tesla Model S: Soul? Check. Converts? Yep.,28 Oct 2013,"[youtube=http://www.youtube.com/watch?v=1vwJ-12xOfU] A typical car-guy-review of the Tesla Model S. It is interesting to see tech pubs who don't often,..."
"Tesla Fires: What We Know, And What We Need To Find Out",8 Nov 2013,This is a design flaw that should be resolvable. Tesla should proactively fix this even though the risk might not be too high. Battery pack punctures due to...
"Tesla Catches Fire, Media Goes Up in Flames",3 Oct 2013,"Tesla experienced its first fire in the Model S, and the subsequent media firestorm has caught Wall Street's attention. Read more at Car and Driver."
"Elon Musk addresses Tesla Model S fire, reiterates safety of electric vehicles",4 Oct 2013,"He's taken to the company's blog with a post addressing the incident head on. Musk first lays out the facts, reiterating that investigators believe the fire was..."
Challenging Tesla: The Last Non-Electric Rolls-Royce,14 Nov 2013,"NEW YORK (TheStreet) --I recently drove the Rolls-Royce Wraith, which is the BMW-owned luxury brand's all-new coupe, with a base price of $285,000."
Tax Exemptions in Norway Cut Tesla Model S Price in Half,12 Dec 2013,"In Norway, the Tesla Model S costs roughly $81,000 to $92,000 plus options (that's translated to US currency, of course). While the figure sounds high, fact is..."
Tesla's Model S Safety Solution: Software,5 Dec 2013,"In the post Musk also announced ""an over-the-air update to the air suspension that will result in greater ground clearance at highway speeds"" for the Model S."
Electric car blaze raises questions for Tesla,3 Oct 2013,"Tesla confirmed the incident saying: ""The fire was caused by the direct impact of a large metallic object to one of the 16 modules within the Model S battery..."
One Chinese province looks to specialize in making electric vehicles,9 Oct 2013,"Last year, more than 20 automakers in Shandong produced more than 128000 low speed EVs, of which 125000 were sold. Business is booming..."
Elon Musk Explains Tesla Model S Fire ¬– News – Car and Driver,7 Oct 2013,"Elon Musk Explains Tesla Model S Fire ... After a Tesla Model S burned on a Seattle highway last week, Elon Musk has spoken: Gas-swilling drivers are five times..."
2013: Top Tesla Motors executive George Blankenship departs,21 Nov 2013,"Musk lured Blankenship, who previously worked at Apple (AAPL) and The Gap, to Tesla in July 2010. Blankenship was the chief strategist behind Apple's retail..."
Hertz Adds Tesla Model S To US Dream Cars Lineup,1 Oct 2013,The Hertz car rental company introduced the 85 kWh Tesla Model S to its Dream Cars lineup.
"UPDATE: Tesla Wins Vs Ohio Car Dealers, Amendment Defeated",3 Dec 2013,Once more into the fray: Another state's car dealers are pushing for legislation to ban Tesla Motors from selling its electric cars directly to buyers.
Tesla Model S test drive in London: 'the opposite of every electric car stereotype' - video,24 Oct 2013,"Environment web editor Adam Vaughan roadtests the Tesla Model S, one of the most environmentally friendly cars on the market."
Tesla battery fires get NHTSA probe - CSMonitor.com,19 Nov 2013,The National Highway Traffic Safety Administration has opened an investigation into battery fires in Tesla Model S electric cars. The Tesla fires broke out...
New blow for Tesla: Fire in the 'world's safest electric car' began in vehicle's battery,3 Oct 2013,New blow for Tesla: Fire in the 'world's safest electric car' began in vehicle's battery ... The fire that ravaged a Tesla Model S electric car earlier this week...
Tesla Starts Selling Cars in China Without…a Brand Name,25 Dec 2013,Tesla Motors has begun offering Model S sedans in China without a local name for its brand because of an old trademark dispute. Tesla recently inaugurated.
Tesla founder Elon Musk buys James Bond's Lotus Esprit submarine car,18 Oct 2013,"Billionaire tech entrepreneur and investor Elon Musk has bought James Bond's iconic Lotus Esprit vehicle from The Spy Who Loved Me, with the intention of making..."
Tesla dodges full investigation after fiery crash,25 Oct 2013,Tesla dodges full investigation after fiery crash ... Federal regulators have decided not to open an official investigation into the crash of a Tesla Model S...
Tesla stock flips U-turn after Model S fires cleared in German investigation,3 Dec 2013,"Tesla stock flips U-turn after Model S fires cleared in German investigation ... PUBLISHED: December 3, 2013 at 3:04 a.m. | UPDATED: August 12, 2016 at 1:20 p.m...."
Elon Musk Opens New Tesla Store In London Mall: Live Photos,28 Oct 2013,"Last Thursday evening, Tesla opened another retail location in its push to expand electric-car sales outside the U.S. This one was in London's Westfield..."
Elon Musk Says Tesla Fires Are Overblown | TIME.com,12 Nov 2013,"In a CNBC interview Tuesday at the New York Times' DealBook conference, Tesla CEO Elon Musk said that concerns over the three fires in the company's..."
