Headlines,Dates,Descriptions
Tesla Solar Roof Part of Elon Musk's Long-Term Plan,17 Nov 2021,"Tesla CEO Elon Musk first unveiled his concept for a Solar Roof in October 2016. At the time, he was trying to sell investors on the idea of Tesla acquiring..."
Tesla stops taking new orders for flagship models outside North America -Electrek,10 Dec 2021,"Tesla Inc has announced it has stopped taking new orders for its flagship Model X and Model S outside North America, Electrek reported on Friday."
Tesla undertakes its largest-ever voluntary vehicle recall,30 Dec 2021,"The total is comparable to the 499,550 vehicles that Tesla delivered in 2020, and Thursday's announcements mark the largest recall for Tesla dating back to at..."
Elon Musk sells around $5 billion of Tesla stock,10 Nov 2021,Elon Musk sells around $5 billion of Tesla stock · His trust sold more than 3.5 million shares worth over $3.88 billion in a flurry of trades carried out...
How Tesla Helps China's Firms Compete With the U.S.,30 Nov 2021,"That's why the Chinese government has embraced Tesla with open arms. It has offered Mr. Musk's company cheap land, loans, tax benefits and subsidies. It even..."
Here's where Tesla and other EVs ranked in this year's Consumer Reports reliability survey,18 Nov 2021,"The Tesla Model X and Audi E-tron ranked dead last in this segment for reliability, while the Kia Niro EV ranked “well above average reliability.” The Nissan..."
U.S. opens investigation into 580000 Tesla vehicles over game feature,22 Dec 2021,U.S auto safety regulators said Wednesday they have opened a formal safety investigation into 580000 Tesla vehicles sold since 2017 over the automaker's...
Exclusive: SEC probes Tesla over whistleblower claims on solar panel defects,6 Dec 2021,The U.S. securities regulator has opened an investigation into Tesla Inc over a whistleblower complaint that the company failed to properly notify its...
Samsung Panasonic and Tesla embracing cobalt-free batteries,17 Nov 2021,Here's why battery manufacturers like Samsung and Panasonic and car makers like Tesla are embracing cobalt-free batteries ... Lithium-ion batteries contain a...
"Six women sue Tesla alleging sexual harassment in factory, service centers",14 Dec 2021,"The women brought their suits after Jessica Barraza sued Tesla in November alleging ""nightmarish conditions"" and ""rampant sexual harassment"" at its factory."
"Tesla, bowing to pressure, stops allowing drivers to play video games while driving",23 Dec 2021,"Tesla, bowing to pressure, stops allowing drivers to play video games while driving ... Under pressure from US auto safety regulators, Tesla has agreed to stop..."
Big Meat will channel VW-Tesla in alt-protein war,20 Dec 2021,"Elon Musk successfully forced Volkswagen to embrace the electric vehicle big time. In 2022, Brazil's $15 billion meat giant JBS and $31 billion U.S. rival..."
"In China, Tesla is a catfish and turns auto companies into sharks",2 Dec 2021,"China is poised to become a major player in electric cars, and Tesla and a slew of Chinese electric vehicle upstarts are helping its companies become even..."
Tesla shares fall after Elon Musk’s Twitter poll backs sell-off plan,8 Nov 2021,Tesla shares fall after Elon Musk's Twitter poll backs sell-off plan ... Tesla's shares fell in early trading on Monday as investors prepared for the chief...
Tesla subjects women to 'nightmarish' sexual harassment at factory -lawsuit,19 Nov 2021,"Tesla Inc subjects female workers to ""nightmarish"" conditions of rampant sexual harassment at its main factory, and supervisors turn their backs when..."
Elon Musk Needs China. China Needs Him. The Relationship Is Complicated.,4 Dec 2021,"To attract Tesla, the government rewrote its rules for foreign auto businesses, but now, the company is entering bumpier terrain."
App outage locks hundreds of Tesla drivers out of cars,20 Nov 2021,App outage locks hundreds of Tesla drivers out of cars ... Hundreds of Tesla drivers were locked out of their cars at the start of the weekend after the...
Tesla's Elon Musk says he is 'thinking of quitting' his jobs,10 Dec 2021,"Tesla Inc Chief Executive Officer Elon Musk is ""thinking of"" leaving his jobs and becoming an influencer, the world's richest man tweeted on Thursday."
"Tesla to accept dogecoin as payment for merchandise, says Musk",14 Dec 2021,"Tesla Inc chief Elon Musk said on Tuesday the electric carmaker will accept dogecoin as payment for merchandise on a test basis, sending the meme-based..."
Why Tesla (TSLA) Skyrocketed During the Pandemic,2 Dec 2021,Key Takeaways · The increase in Tesla's stock price and market cap has created a financial complex of investment products that include or track the electric car...
"Here’s Why Rivian Can Successfully ‘Challenge’ Tesla, According To These Major Firms",6 Dec 2021,"The firm argues Rivian has an advantage in an “unaddressed” area of the market with its electric delivery vans, setting a price target of $147 for the stock,..."
“Tesla Is Not as Cool as It Used to Be”,17 Dec 2021,"Making cars is a resource-intensive business. Every automaker, even a producer of EVs, gets dirt on its hands. But among the most ardent virtue signalers of..."
"Tesla recalls more than 475,000 US cars on technical issues",30 Dec 2021,"Tesla is also recalling as many as 119,009 Model S cars assembled from 2014 because of a faulty front-trunk latch that could cause the hood to open unexpectedly..."
UK police trial Tesla cars as fleets prepare for shift to electric,24 Dec 2021,UK police trial Tesla cars as fleets prepare for shift to electric ... British police have been testing out Tesla cars as part of a drive to electrify more of...
JPMorgan sues Tesla for $162m over Musk's 'funding secured' tweet,16 Nov 2021,Wall Street bank claims carmaker failed to make required payments on warrants deal.
Tesla cars are being delivered without USB ports,15 Nov 2021,"That's just the surprise that's greeted some new Tesla owners recently, as they've realised their cars are arriving without USB ports in the centre console or..."
Tesla shares fall after Elon Musk's bizarre Twitter poll,8 Nov 2021,Tesla shares are falling after Elon Musk proposed to sell 10% of his shares in the company if his Twitter followers agreed.
Why Investors Can't Ignore Tesla,15 Nov 2021,Another way to look at Tesla's impact is to see what returns would look like without Tesla in the mix. Consumer cyclicals are up 95.24% over the past two years.
Inside Tesla: How Elon Musk Pushed His Vision for Autopilot,7 Dec 2021,"When Mr. Musk unveiled Autopilot 2.0 in October 2016, he said at the news conference that all new Tesla cars now included the cameras, computing power and all..."
NHTSA is discussing faulty Autopilot cameras with Tesla,9 Dec 2021,"Tesla has decided to replace the repeater cameras in some Model 3, S and X vehicles that were produced in Fremont, California, citing faulty printed circuit..."
Tesla to invest $188 million to expand Shanghai factory capacity,26 Nov 2021,Tesla plans to invest up to 1.2 billion yuan to expand production capacity at its Shanghai factory that will allow it to employ 4000 more people at the...
Tesla's China sales have grown to nearly half the size of the company's U.S. sales,26 Oct 2021,"Tesla reported sales of $3.11 billion in China in the third quarter, or 48.5% of the $6.41 billion U.S. sales during that time, according to a filing."
Tesla recalls nearly 12000 U.S. vehicles over software communication error,2 Nov 2021,Tesla Inc is recalling nearly 12000 U.S. vehicles sold since 2017 because a communication error may cause a false forward-collision warning or unexpected...
Tesla shares fall after Elon Musk’s Twitter poll backs sell-off plan,8 Nov 2021,Tesla shares fall after Elon Musk's Twitter poll backs sell-off plan ... Tesla's shares fell in early trading on Monday as investors prepared for the chief...
Tesla bucks global chip shortage with record revenue,20 Oct 2021,"Tesla bucks global chip shortage with record revenue ... Roula Khalaf, Editor of the FT, selects her favourite stories in this weekly newsletter. Tesla posted..."
"GM can 'absolutely' catch Tesla in EV sales by 2025, says CEO Mary Barra",27 Oct 2021,"GM CEO Mary Barra told CNBC the automaker can ""absolutely"" catch Tesla in U.S. EV sales by 2025 with its planned electric vehicles, including a Hummer..."
Hertz says Tesla's already started delivering cars even though Musk says there's no signed deal yet,2 Nov 2021,Hertz says Tesla's already started delivering cars even though Musk says there's no signed deal yet ... Hertz says Tesla has already started delivering cars into...
Elon Musk Needs China. China Needs Him. The Relationship Is Complicated.,4 Dec 2021,"To attract Tesla, the government rewrote its rules for foreign auto businesses, but now, the company is entering bumpier terrain."
App outage locks hundreds of Tesla drivers out of cars,20 Nov 2021,App outage locks hundreds of Tesla drivers out of cars ... Hundreds of Tesla drivers were locked out of their cars at the start of the weekend after the...
Tesla's Elon Musk says he is 'thinking of quitting' his jobs,10 Dec 2021,"Tesla Inc Chief Executive Officer Elon Musk is ""thinking of"" leaving his jobs and becoming an influencer, the world's richest man tweeted on Thursday."
"Tesla to accept dogecoin as payment for merchandise, says Musk",14 Dec 2021,"Tesla Inc chief Elon Musk said on Tuesday the electric carmaker will accept dogecoin as payment for merchandise on a test basis, sending the meme-based..."
Tesla recalls nearly half a million cars over possible safety issues,30 Dec 2021,"Defects in some models leading to problems with the rearview camera and front hood, which could lead to serious accidents, triggered two separate recalls of..."
UK woman fined for keying Tesla Model 3 after car camera caught her,23 Dec 2021,"The footage from the car's Sentry Mode was used in a legal case, which ended in Anna Valente being fined for the incident in Poole, England."
The Other Musk Getting Rich Off Tesla: Elon’s Youngest Brother,11 Nov 2021,"It's a lucrative gig. Forbes conservatively estimates that Kimbal Musk has a net worth of about $700 million. That's largely thanks to his 0.04% stake in Tesla,..."
Tesla disables gaming while driving feature,24 Dec 2021,Tesla disables gaming while driving feature ... Tesla has agreed to make changes to its Passenger Play feature that allowed games to be played on its touchscreen...
Tesla’s shift to LFP cells to shake global battery industry,22 Oct 2021,"LG Chem, POSCO Chemical consider LFP cathode materials business ... Tesla Inc.'s shift to less expensive batteries for its electric vehicles is expected to shake..."
Read the emails Elon Musk sent Tesla employees about music on the job and following directions,19 Nov 2021,Read the emails Elon Musk sent Tesla employees about music on the job and following directions · 1. Email me back to explain why what I said was incorrect.
Tesla Model 3 fleet suspended by major Paris taxi firm after fatal accident,15 Dec 2021,"G7, a top Paris taxi firm, said it had temporarily suspended its fleet of 37 Tesla Model 3s after an off-duty driver taking his family to a restaurant on..."
A New Tesla Safety Concern: Drivers Can Play Video Games in Moving Cars (Published 2021),8 Dec 2021,NHTSA has issued guidelines telling automakers that any in-vehicle entertainment devices should be designed so the driver cannot use them “to perform inherently...
"Tesla recalls nearly 500,000 cars to fix safety defects",30 Dec 2021,"The electric-vehicle maker plans to recall 356,309 Model 3 vehicles made between 2017 and 2020 because the rear-view camera cable harnesses could be damaged..."
JPMorgan says Tesla owes the bank $162 million,15 Nov 2021,"JPMorgan has sued Tesla, and claims it's owed $162 million after Tesla refused to fully settle a 2014 stock warrant agreement. The dispute centers on..."
Will Rivian's blockbuster IPO make it the next Tesla?,9 Nov 2021,"Rivian hopes to raise about $10bn from the IPO. Much of it will be spent on ramping up production, building on its current capabilities in Normal, a town in..."
Six more women sue Tesla over workplace sexual harassment,14 Dec 2021,"In the wake of Jessica Barraza's lawsuit last month, six more current and former female employees have come forward to accuse Tesla of fostering a culture..."
Will Tesla Reach a Trillion-Dollar Valuation Again?,15 Dec 2021,"Key Takeaways · Tesla is no longer a trillion-dollar company, and investors are asking themselves whether it will regain entry to that exclusive club. · Tesla's..."
Tesla drivers left unable to start their cars after outage,20 Nov 2021,Tesla drivers left unable to start their cars after outage ... Tesla drivers say they have been locked out of their cars after an outage struck the carmaker's app...
Elon Musk Sells $1.1 Billion in Tesla Stock After Twitter Poll,10 Nov 2021,"The world's richest person on Nov. 8 exercised 2.15 million options at a price of $6.24 per contract, according to a regulatory filing Wednesday. He..."
Tesla decides against state aid for German battery plant as Musk opposes subsidies,26 Nov 2021,Tesla said on Friday it has withdrawn its application for state aid for its planned battery factory near Berlin as CEO Elon Musk declared the electric...
Why Volkswagen is beating Tesla in Europe,30 Nov 2021,"While Tesla 's Model 3 has been selling well in the region, Volkswagen's local manufacturing, brand familiarity and cheaper price points have helped give it an..."
The Apple Car Is Coming and Tesla Had Better Watch Out,19 Nov 2021,(Bloomberg) -- Apple Inc. venturing into cars might shake up the electric vehicles market in the same way the iPhone revolutionized the mobile...
"PEKEMA brings tax-free Tesla cars to Malaysia, starting at RM289k",8 Dec 2021,"PEKEMA brings tax-free Tesla cars to Malaysia, starting at RM289k · Tesla Model S, Basic S – RM712,656 · Tesla Model S, S Plaid – RM878,256 · Tesla Model 3,..."
Tesla ranks almost dead-last on Consumer Reports reliability list,18 Nov 2021,"Among the concerns Consumer Reports had for the Tesla Model S, X and Y lines, according to CNBC, were issues with “heat pumps, air conditioning” and notoriously..."
Tesla recalls half a million cars in US over rearview camera and trunk defects,30 Dec 2021,Tesla recalls half a million cars in US over rearview camera and trunk defects ... Tesla has recalled close to half a million vehicles in the US to fix rear-view...
"Americans are buying Teslas, not EVs, but experts say that's about to change",26 Oct 2021,"Americans are buying Teslas, not EVs, but experts say that's about to change · Tesla has sold a majority of the EVs in the U.S. in recent years. · But that..."
Why Tesla Is a Different Trillion-Dollar Company,26 Oct 2021,"It finally happened: Tesla yesterday attained a $1 trillion market cap — a rarefied level previously reached only by Apple, Microsoft, Amazon and Alphabet —..."
Elon Musk: I'm almost done with Tesla stock sales,23 Dec 2021,"Tesla Inc Chief Executive Elon Musk, who has sold more than $15 billion worth of shares in the company since early November, said on Wednesday that he was..."
Why Biden won't talk about Tesla,3 Dec 2021,"On Twitter, Musk has implied Biden is in the pocket of the United Auto Workers (UAW), which represents Ford and GM employees. Tesla and Musk have been..."
The 'Tesla-financial complex': how carmaker gained influence over the markets,22 Nov 2021,"The Tesla-financial complex is a phenomenon that many investors — whether passive index funds, traditional mutual funds, hedge funds or ordinary retail..."
"Hertz Orders 100,000 Tesla Model 3 Cars for Rental Fleet, TSLA Stock Surges",25 Oct 2021,"Hertz Global Holdings Inc., barely four months out of bankruptcy, placed an order for 100000 Teslas in the first step of an ambitious plan to electrify its..."
Tesla's Hertz deal proves it can reject traditional advertising,28 Oct 2021,Research shows getting buyers behind the wheel is the best way to promote electric cars. Hertz's deal to buy 100000 Teslas does just that.
Tesla Earned $1.6 Billion in Third Quarter as Car Sales Surged,20 Oct 2021,A portion of Tesla's profit comes from selling regulatory credits to automakers that need them to meet emission standards. Tesla reported $279 million in sales...
Here are the best-selling electric cars in China so far this year,14 Oct 2021,"Tesla took two of the top three spots for best-selling electric car models in the first three quarters of the year, the China Passenger Car Association..."
Take a tip from Tesla and drive fast into the future - I by IMD,21 Dec 2021,"Tesla achieved such standout success not because it was able to forecast, but because it had invested in new capabilities in electronics and software. When the..."
TV tonight: a deep dig into Tesla’s electric car revolution,24 Nov 2021,Panorama asks how ethical Elon Musk's rare-metal supply chain is. Plus: Jimmy Perez concludes his murder case on scary Shetland.
Musk's Tesla stock sale poll raises taxing questions,9 Nov 2021,"When Elon Musk asked his Twitter followers last weekend if he should sell 10% of his Tesla Inc stock, he said he was posing the question because ""much is..."
Some Tesla owners unable to unlock cars due to server errors,19 Nov 2021,Some Tesla owners worldwide are unable to unlock or communicate with their cars using the app due to an outage of the company's servers.
Rivian and Tesla have inherited Thomas Edison's power to thrill,11 Nov 2021,Rivian and Tesla have inherited Thomas Edison's power to thrill · Rivian and Tesla have inherited Thomas Edison's power to thrill on x (opens in a new window).
"“No easy solution” for Tesla Cybertruck's comically large windshield wiper, Elon Musk says",10 Dec 2021,New images of the Tesla Cybertruck feature the controversial electric truck's oversized windshield wiper for the first time. This thing is huge.
Elon Musk sells $5bn in Tesla stock days after Twitter poll,10 Nov 2021,Billionaire offloads around 3% of his holding – though $1.1bn was already in train before he asked Twitter about reducing stake.
NHTSA Is Looking Into Tesla Video Games That Can be Played While Moving,8 Dec 2021,The video game feature was included in a software update Tesla released over the summer. The agency issued its statement after The New York Times reported that...
Why Elon Musk May Want To Sell 10% Of His Tesla Stock—And Why He May Have To,10 Nov 2021,"Selling Tesla shares now to cover the future tax hit is one explanation for why Musk wants to unload a chunk of his stock, but it's not the only explanation."
Tesla server outage allegedly leaves owners unable to drive their cars,20 Nov 2021,"It's not entirely clear why a server error would prevent cars from starting, though some Roadshow staffers posit that it could have something to do with the..."
Tesla stock soars after Hertz deal helps boost value to $1 trillion,26 Oct 2021,"Tesla hits $1 trillion: What to know as company becomes just fifth US company to reach milestone ... Tesla, the world's most valuable automaker, just joined the..."
A New Tesla Safety Concern: Drivers Can Play Video Games in Moving Cars (Published 2021),8 Dec 2021,NHTSA has issued guidelines telling automakers that any in-vehicle entertainment devices should be designed so the driver cannot use them “to perform inherently...
This Is How NIO and BYD Become the Next Tesla,17 Dec 2021,"NIO is not making money yet, just like Tesla in its earlier days, but it has an interesting sideshow selling batteries as a service. It is investing in battery-..."
Tesla is now worth more than $1 trillion,26 Oct 2021,"Tesla just became the sixth company in US history to be worth $1 trillion. It is the second fastest company to hit the $1 trillion mark, reaching it just..."
Hertz’s supercharged Tesla deal could haul us into the electric vehicle age,30 Oct 2021,"Hertz's supercharged Tesla deal could haul us into the electric vehicle age ... On Tuesday, Hertz, the car-rental firm that recently emerged from bankruptcy,..."
Tesla’s latest patch hints at cloud-synced driver profiles,3 Nov 2021,"Tesla is preparing for a world where your driver profile can follow you across different cars, be it yours or a rental. The car maker added a Cloud Profiles..."
Elon Musk: Supply-chain crisis forced Tesla to hike prices again,8 Oct 2021,Tesla this week tacked on an extra $2000 to its Model 3 and Model Y line-up of cars — one of many price hikes the carmaker has implemented this year.
"Tesla recalls nearly 500,000 cars to fix safety defects",30 Dec 2021,"The electric-vehicle maker plans to recall 356,309 Model 3 vehicles made between 2017 and 2020 because the rear-view camera cable harnesses could be damaged..."
Tesla Crosses $1 Trillion Value After Hertz Deal,9 Nov 2021,"In announcing its order from Tesla on Monday morning, Hertz declined to comment on the value of the deal. Bloomberg said the order would generate about $4.2..."
Will Tesla Reach a Trillion-Dollar Valuation Again?,15 Dec 2021,"Key Takeaways · Tesla is no longer a trillion-dollar company, and investors are asking themselves whether it will regain entry to that exclusive club. · Tesla's..."
Biden's Praise for GM Overlooks Tesla's Actual EV Leadership,24 Nov 2021,"“In the auto industry, Detroit's leading the world in electric vehicles,” Biden said. “Mary, I can remember talking to you way back in January about the need..."
Tesla recalls 7600 U.S. vehicles for potential air bag issue,19 Nov 2021,"Tesla is recalling 7600 vehicles in the United States because the driver's air bag cushion may tear during deployment, the National Highway Traffic Safety..."
Tesla's solar panel business has been hit by the supply chain crisis: report,3 Dec 2021,"Tesla's solar panel business has been hit by the supply chain crisis, causing project delays: report · Tesla has told customers that their solar panel..."
"Hertz Is Getting Over $100 a Day for Tesla Rentals, Analyst Estimates",6 Dec 2021,"To date, Teslas have been able to capture higher pricing (~$100+ RPD vs. HTZ average of $60). Teslas will have higher depreciation expense vs. ICE vehicles..."
Tesla's Musk exercises all of his stock options expiring next year,30 Dec 2021,"Tesla Inc Chief Executive Elon Musk has exercised all of his options expiring next year, signaling an end to his stock sales which triggered a fall in the..."
Tesla forced to turn down €1.1bn in EU support for German battery plant,26 Nov 2021,Delays to factory near Berlin meant carmaker was unable to meet European state aid conditions.
"Lucid Motors CEO blasts Elon Musk for Tesla ""revisionism""",14 Dec 2021,"More videos on YouTube ... Former top Tesla engineer Peter Rawlinson — now CEO of rival Lucid Motors — tells ""Axios on HBO"" that Elon Musk is guilty of “..."
Why Nissan is probably the most serious threat to Tesla out of the traditional automakers,10 Dec 2021,"Nissan's advantage. If we have learnt anything from Tesla and also Chinese EV entrants such as NIO, BYD and XPeng, it's that bespoke electric chassis make..."
JPMorgan says Tesla owes it $162 million because of an Elon Musk tweet. (Published 2021),16 Nov 2021,"On Monday, JPMorgan Chase sued Tesla in federal court, seeking $162 million that the bank says the electric automaker owes it under a stock options contract the..."
"Elon Musk said he prefers to stay out of politics – his lobbying efforts, campaign donations and tweets say otherwise",9 Nov 2021,Elon Musk and his companies have long sought to shape the political and policy landscape with lobbying and campaign contributions.
Mercedes EQS electric car beats Tesla in range test,15 Nov 2021,"The Mercedes-Benz EQS 450+ drove 422 miles on a full battery in an independent test. The Tesla Model S can do 405 miles, the EPA says."
Tesla driver claims self-driving car 'forced itself' into collision,15 Nov 2021,"A Tesla driver taking part in the beta test of the company's driver assist technology claimed their car 'forced itself' into a different lane,..."
Tesla employee sues the company alleging sexual harassment at its California factory,19 Nov 2021,"Barraza on Thursday filed a rare lawsuit against the electric vehicle maker, alleging Tesla fostered a climate of sexual harassment at its Fremont, Calif.,..."
Tesla's Success Depends on Autonomous Driving Tech,18 Nov 2021,"Tesla stock's whirlwind was a breather, and its future success depends on the ability to beat peers in self-driving tech, according to an analyst."
"Tesla Recalls Vehicles Over Camera, Front Hood Faults",30 Dec 2021,"The problem covered by the new Model S recall stems from the latches that hold the car's front hood shut. In some cases, a secondary latch isn't aligned..."
Why a Tesla owner in Finland blew up his car with 30 kg dynamite,20 Dec 2021,"A YouTube video of an unhappy Tesla owner in Finland, who blew up his car by using a dynamite, has caught the world's attention. After using a 2013 Model S..."
Paris taxi firm suspends use of Tesla Model 3 cars after fatal crash,14 Dec 2021,Paris taxi firm suspends use of Tesla Model 3 cars after fatal crash ... The biggest taxi firm in Paris has said it is suspending the use of Model 3 Teslas in its...
"In Los Angeles, Tesla's rivals roll out larger, cheaper electric SUVs",18 Nov 2021,Tesla challengers are also betting on novel features such as a rotating dashboard screen in Fisker Ocean SUV to differentiate themselves from the pack. Henrik...
Tesla recalls nearly half a million cars over rear camera safety issues,30 Dec 2021,Tesla is recalling more than 475000 of its Model 3 and Model S electric cars to address rearview camera and trunk issues that increase the risk of crashing.
